P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
HD 87646 b,3,3941.0672,-222.4796,222.4796,,,,2016,18-08-2016,13.481,-0.001,0.001,0.117,-0.003,0.003,0.05,-0.02,0.02,,,,298,-30,30,2454088.3,-1.1,1.1,0.866,,,,,,,,Radial Velocity,,,,,HD 87646,151.66986,17.895103,8,135.17,-14.24,14.24,-0.17,-0.08,0.08,1.12,-0.09,0.09,1.55,-0.22,0.22,G,,,,5770,-80,80,,,4.1,"HD 87646, HIP 49522 A",,,,,0.016910637,0.11714625,0.11115,0.12285,0.11703661,174.51273,158.09021,193.12405,925.54571,903.38142,949.7384,Jovian,1.55,G,10.111325,10 06 40.7685,+17 53 42.3708,2.3859168,1.1597575,2.732935,1.4689769,2.5910708,1.5533706,2.5910708,1.4180162,2.5910708,4.1705316,2.0780405,0.47909739,0,0,Hot,0,0.07814264,Leo,Leo,Lion,12.323017,3941.0672,0.117
HD 87883 b,3,489.45512,-82.635281,82.635281,,,,2009,06-09-2018,2754,-87,87,3.58,-0.1,0.1,0.53,-0.12,0.12,,,,,,,,,,196,,,,,,,,Radial Velocity,,,,,HD 87883,152.17975,34.24226,7.55,18.3,-0.01,0.01,0.05,,,0.66,-0.09,0.09,0.79,-0.03,0.03,K2.5 V,,,,4915,-73,73,,,4.47,"HD 87883, HIP 49699",,,,,0.15234297,4.082811,1.6826,5.4774,3.7191188,0.03002453,0.010876471,0.11525908,99.846792,82.274814,148.44436,Jovian,0.79,K,10.145317,10 08 43.1417,+34 14 32.1360,0.32631491,0.44921401,1.0898273,0.5689967,1.0332537,0.60221704,1.0332537,0.54930582,1.0332537,1.5423475,0.40101916,0.40166665,0,0,Cold,0,0.097202111,Leo Minor,LMi,Little Lion,13.507553,489.45512,3.58
HD 88133 b,3,90.422067,-2.0023164,2.0023164,,,,2004,06-12-2018,3.414884,-3.00E-05,3.00E-05,0.0479,-0.0033,0.0033,0.031,-0.021,0.021,,,,43,-33,33,2453016.8,-0.37,0.37,0.649,,,,,,,,Radial Velocity,,,,,HD 88133,152.53198,18.186871,8.01,73.77,-0.3,0.3,,,,1.26,,,2.2,,,G5,,,,5392,,,,,3.88,"HD 88133, HIP 49813",,,,,0.001929356,0.047923016,0.0464151,0.0493849,0.047905759,1598.3478,1502.9523,1701.4334,1610.5879,1586.285,1636.2462,Jovian,2.2,G,10.168799,10 10 07.6776,+18 11 12.7356,3.6655027,1.4694114,3.5021122,1.8612106,3.3203196,1.968853,3.3203196,1.796733,3.3203196,5.1692858,1.1289436,0.49828136,0,0,Hot,0,0.077356043,Leo,Leo,Lion,11.474158,90.422067,0.0479
HD 89307 b,3,670.61709,-66.743881,66.743881,,,,2009,06-09-2018,2166,-38,38,3.27,-0.07,0.07,0.2,-0.05,0.05,,,,,,,,,,102,,,,,,,,Radial Velocity,,,,,HD 89307,154.5887,12.621108,7.009,32.04,-0.05,0.05,-0.13,,,1.27,-0.12,0.12,1.1,-0.01,0.01,G0,,,,5955,-14,14,,,4.46,"HD 89307, HIP 50473",,,,,0.2115014,3.3354,2.616,3.924,3.286569,0.13012776,0.088540727,0.19921664,151.85315,138.97308,170.20657,Jovian,1.1,G,10.305914,10 18 21.2897,+12 37 15.9888,1.3633303,0.86690628,2.0333679,1.0980389,1.9278178,1.1609344,1.9278178,1.0599165,1.9278178,3.1525669,2.9777009,0.49959609,0,0,Cold,0,0.18370945,Leo,Leo,Lion,13.321685,670.61709,3.27
HD 89744 b,3,2653.8638,-57.209041,57.209041,,,,1999,14-03-2019,256.78,-0.02,0.02,0.917,-0.009,0.009,0.677,-0.003,0.003,,,,193.7,-0.4,0.4,,,,23.7,,,,,,,,Radial Velocity,,,,,HD 89744,155.54401,41.22953,5.72,38.68,-0.11,0.11,,,,1.86,,,,,,F7 V,,,,6291,,,,,4.07,"HD 89744, HIP 50786",,,,,0.033353824,1.1271438,0.296191,1.537809,0.97977594,9.8191448,2.569658,69.2686,404.11183,322.5624,734.98591,Jovian,2.0809247,F,10.369601,10 22 10.5634,+41 13 46.3080,6.0768726,1.7932258,4.1768332,2.2713105,3.9600186,2.400766,3.9600186,2.1923369,3.9600186,6.6558548,6.0230035,0.56735573,0,0,Hot,0,0.16608103,Ursa Major,UMa,Big Bear,12.539303,2653.8638,0.917
HD 90156 b,3,18.116196,-1.58914,1.58914,,,,2009,14-05-2014,49.77,-0.07,0.07,0.25,-0.004,0.004,0.31,-0.1,0.1,,,,113,-18,18,,,,11.4,,,,,,,,Radial Velocity,,,,,HD 90156,155.98032,-29.645529,6.92,21.96,-0.02,0.02,-0.24,-0.01,0.01,0.84,,,,,,G5 V,4.4,,,5599,-12,12,,,4.48,"HD 90156, HIP 50921",,,,,0.0048029,0.2620125,0.1725,0.3275,0.25310235,11.273776,6.2457844,22.512898,458.14107,402.75566,554.9486,Neptunian,0.87224712,G,10.398688,10 23 55.2778,-29 38 43.9044,0.66989942,0.62079676,1.4699598,0.78631985,1.3936553,0.83162638,1.3936553,0.75905988,1.3936553,2.2098794,1.4074131,0.4320759,0,0,Hot,0,0.2578814,Hydra,Hya,Water Snake,4.4511957,18.116196,0.25
HD 9174 b,3,352.78908,-44.49592,44.49592,,,,2016,10-11-2016,1179,-34,34,2.2,-0.09,0.09,0.12,-0.05,0.05,,,,101.99,-37.82,37.82,,,,26.9,,,,,,,,Radial Velocity,,,,,HD 9174,22.504177,-19.604502,8.4,81.68,-0.3,0.3,0.39,-0.1,0.1,1.03,-0.05,0.05,1.67,-0.07,0.07,G8 IV,9,-3,3,5577,-100,100,,,4.03,"HD 9174, HIP 6993",,,,,0.1354929,2.21584,1.936,2.464,2.2039789,0.50307004,0.39814637,0.64493131,213.97953,202.37441,228.30913,Jovian,1.67,G,1.5002785,01 30 01.0028,-19 36 16.2072,2.4172645,1.1807663,2.7977274,1.4955949,2.6524995,1.5818021,2.6524995,1.4437502,2.6524995,4.1978397,1.4505287,0.52104792,1,1,Warm,0,0.34587394,Cetus,Cet,Whale,13.703559,352.78908,2.2
HD 92788 b,3,1195.0333,-47.6742,50.85248,,,,2000,11-04-2019,325.803,-0.036525,0.036525,0.97,-0.02,0.02,0.35,-0.005,0.004,,,,-82.17,-1.16,1.01,2455647.1,-0.73,0.73,28,,,,,,,,Radial Velocity,,,,,HD 92788,160.70221,-2.183756,7.31,34.69,-0.06,0.06,0.27,-0.02,0.02,1.15,-0.07,0.07,1.14,-0.02,0.02,G6 V,2.55,-1.51,1.51,5744,-24,24,,,4.39,"HD 92788, HIP 52409",,,,,0.063879919,1.0294125,0.6305,1.3095,0.9854872,1.4380999,0.73917125,3.1884961,272.30677,236.22789,340.44063,Jovian,1.14,G,10.713481,10 42 48.5322,-02 11 01.5216,1.2675237,0.84663199,1.9964615,1.0723654,1.8928269,1.1340002,1.8928269,1.0351676,1.8928269,3.0397776,2.0048485,0.438074,1,0,Warm,0,0.38082317,Sextans,Sex,Sextant,12.987313,1195.0333,0.97
HD 92788 c,3,1166.4288,-79.457001,95.348401,,,,2019,11-04-2019,11611.298,-905.82,5055.06,10.5,-0.55,2.9,0.46,-0.03,0.12,,,,-25.71,-8.92,6.63,2456858,-202,133,303,,,,,,,,Radial Velocity,,,,,HD 92788,160.70221,-2.183756,7.31,34.69,-0.06,0.06,0.27,-0.02,0.02,1.15,-0.07,0.07,1.14,-0.02,0.02,G6 V,2.55,-1.51,1.51,5744,-24,24,,,4.39,"HD 92788, HIP 52409",,,,,0.5698428,11.6109,5.67,15.33,10.799196,0.012948044,0.005393513,0.039426657,82.25991,69.041918,113.52523,Jovian,1.14,G,10.713481,10 42 48.5322,-02 11 01.5216,1.2675237,0.84663199,1.9964615,1.0723654,1.8928269,1.1340002,1.8928269,1.0351676,1.8928269,3.0397776,2.0048485,0.438074,0,0,Cold,0,0.082329679,Sextans,Sex,Sextant,13.001165,1166.4288,10.5
HD 92987 b,3,5364.9367,-206.5882,219.30132,,,,2019,11-04-2019,10354.837,-270.285,551.5275,9.62,-0.26,0.36,0.21,-0.01,0.02,,,,195.1,-8.4,6.7,2457889,-180,130,221,,,,,,,,Radial Velocity,,,,,HD 92987,160.90111,-39.058426,7.03,43.59,-0.07,0.07,-0.08,-0.08,0.08,1.08,-0.06,0.06,1.58,-0.04,0.04,G2/G3 V,7.75,-0.31,0.31,5770,-36,36,,,4,"HD 92987, HIP 52472",,,,,1.2970827,9.832121,7.5998,11.6402,9.6738153,0.027399945,0.018297223,0.042924154,102.7833,93.700349,115.96324,Jovian,1.58,G,10.726741,10 43 36.2679,-39 03 30.3336,2.4791687,1.1822044,2.7858305,1.4974087,2.6412205,1.5834358,2.6412205,1.4454617,2.6412205,4.2512516,2.0530014,0.51631694,0,0,Cold,0,0.10131964,Antlia,Ant,Air Pump,12.15691,5364.9367,9.62
HD 93083 b,3,117.59636,,,,,,2005,14-05-2014,143.58,-0.6,0.6,0.477,,,0.14,-0.03,0.03,,,,333.5,-7.9,7.9,2453181.7,-3,3,16.7,,,,,,,,Radial Velocity,,,,,HD 93083,161.08714,-33.577023,8.3,28.54,-0.04,0.04,0.15,-0.06,0.06,0.7,-0.04,0.04,,,,K3 V,,,,4995,-50,50,,,4.26,"HD 93083, HIP 52521",,,,,0.022641263,0.4816746,0.41022,0.54378,0.47817626,2.6048939,1.9846412,3.487344,322.46532,302.3886,348.15177,Jovian,1.0257675,K,10.739143,10 44 20.9163,-33 34 37.2828,0.58685182,0.60017373,1.4513645,0.76020868,1.3760237,0.80451926,1.3760237,0.73389786,1.3760237,2.0683689,0.46921577,0.4096225,0,0,Hot,0,0.31457012,Antlia,Ant,Air Pump,13.39483,117.59636,0.477
HD 9446 b,3,222.4796,-19.06968,19.06968,,,,2009,31-01-2019,30.052,-0.027,0.027,0.189,-0.006,0.006,0.2,-0.06,0.06,,,,215,-30,30,2454854.4,-2,2,3.75,,,,,,,,Radial Velocity,,,,,HD 9446,23.334101,29.265148,8.369,50.42,-0.35,0.35,0.09,-0.05,0.05,1,-0.1,0.1,1,,,G5 V,,,,5793,-22,22,,,4.53,"HD 9446, HIP 7245",,,,,0.009164323,0.19278,0.1512,0.2268,0.18995766,28.829927,19.61628,44.136631,585.85778,536.16576,656.66626,Jovian,1,G,1.5556068,01 33 20.1845,+29 15 54.5328,1.0090269,0.753165,1.7737297,0.95397644,1.681657,1.0087622,1.681657,0.92087865,1.681657,2.712159,2.0816548,0.46133648,0,0,Hot,0,0.099646756,Triangulum,Tri,Triangle,13.984382,222.4796,0.189
HD 9446 c,3,578.44697,-54.03076,54.03076,,,,2009,31-01-2019,192.9,-0.9,0.9,0.654,-0.022,0.022,0.06,-0.06,0.06,,,,100,-130,130,2454510,-70,70,13,,,,,,,,Radial Velocity,,,,,HD 9446,23.334101,29.265148,8.369,50.42,-0.35,0.35,0.09,-0.05,0.05,1,-0.1,0.1,1,,,G5 V,,,,5793,-22,22,,,4.53,"HD 9446, HIP 7245",,,,,0.051236406,0.6551772,0.61476,0.69324,0.65429473,2.3633628,2.099595,2.6698789,315.67042,306.6753,325.66253,Jovian,1,G,1.5556068,01 33 20.1845,+29 15 54.5328,1.0090269,0.753165,1.7737297,0.95397644,1.681657,1.0087622,1.681657,0.92087865,1.681657,2.712159,2.0816548,0.46133648,0,0,Hot,0,0.32695842,Triangulum,Tri,Triangle,13.408631,578.44697,0.654
HD 94834 b,3,400.46328,-54.03076,54.03076,,,,2018,06-12-2018,1576,-76,76,2.74,-0.18,0.18,0.14,-0.1,0.1,,,,38,-41,41,2456100,-190,190,27.8,,,,,,,,Radial Velocity,,,,,HD 94834,164.31297,24.142782,7.6,98.43,-0.64,0.64,,,,1.11,,,4.2,,,K0,,,,4798,,,,,3.22,"HD 94834, HIP 53545",,,,,0.16779569,2.766852,2.3564,3.1236,2.7467567,1.1267444,0.85845468,1.5084474,261.51215,245.23037,282.34328,Jovian,4.2,K,10.954199,10 57 15.1156,+24 08 34.0152,8.3758367,2.2877006,5.5773991,2.89772,5.2878699,3.0673183,5.2878699,2.7974504,5.2878699,7.8140804,0.39005783,0.47766724,1,0,Warm,0,0.38812324,Leo,Leo,Lion,13.627346,400.46328,2.74
HD 95089 b,3,400.46328,-27.01538,27.01538,,,,2009,06-12-2018,464.4,-3.8,3.8,1.36,-0.13,0.13,0.119,-0.072,0.072,,,,301,-35,35,2440070,-130,130,9.89,,,,,,,,Radial Velocity,,,,,HD 95089,164.6989,1.729216,7.92,137.46,-1.95,1.95,,,,1.54,,,5.08,,,G8/K0 IV,,,,4918,,,,,3.24,"HD 95089, HIP 53666",,,,,0.076497519,1.3696295,1.19816,1.52184,1.3624188,7.3652816,5.84026,9.4219444,418.58354,396.05268,446.35463,Jovian,5.08,G,10.979927,10 58 47.7376,+01 43 45.1776,13.526024,2.891747,7.0147345,3.6628296,6.6505953,3.8766671,6.6505953,3.5360722,6.6505953,9.929991,0.53464118,0.53275153,0,0,Hot,0,0.18629589,Leo,Leo,Lion,13.627346,400.46328,1.36
HD 95089 c,3,1096.5066,-44.49592,44.49592,,,,2018,06-12-2018,1785,-32,32,3.33,-0.31,0.31,0.284,-0.042,0.042,,,,66,-10,10,2441170,-260,260,24.2,,,,,,,,Radial Velocity,,,,,HD 95089,164.6989,1.729216,7.92,137.46,-1.95,1.95,,,,1.54,,,5.08,,,G8/K0 IV,,,,4918,,,,,3.24,"HD 95089, HIP 53666",,,,,0.21296389,3.4642922,2.38428,4.27572,3.364497,1.2721628,0.73986359,2.3793353,266.36514,236.28319,316.41628,Jovian,5.08,G,10.979927,10 58 47.7376,+01 43 45.1776,13.526024,2.891747,7.0147345,3.6628296,6.6505953,3.8766671,6.6505953,3.5360722,6.6505953,9.929991,0.53464118,0.53275153,1,0,Warm,0,0.38775833,Leo,Leo,Lion,13.036576,1096.5066,3.33
HD 95127 b,3,3378.5117,-2561.6937,2561.6937,,,,2015,06-09-2018,482,-5,5,1.28,-0.08,0.08,0.11,-0.1,0.1,,,,,,,,,,1.86,,,,,,,,Radial Velocity,,,,,HD 95127,164.89619,43.814465,8.15,689.75,-45.77,45.77,-0.18,,,3.7,-4.16,4.16,41.01,-18.22,18.22,K0,,,,4218,-30,30,,,1.78,"HD 95127, HIP 53733",,,,,0.11055026,1.287744,1.1392,1.4208,1.2819438,292.89911,236.28089,367.53147,1051.56,998.8541,1115.4974,Jovian,41.01,K,10.99308,10 59 35.0886,+43 48 52.0740,476.97376,17.619073,44.118503,22.317316,41.828061,23.640131,41.828061,21.544595,41.828061,58.967269,0.21511639,0.71354008,0,0,Hot,0,0.075247506,Ursa Major,UMa,Big Bear,12.40681,3378.5117,1.28
HD 95872 b,3,1188.6767,-295.58004,295.58004,,,,2015,06-09-2018,4375,-170,170,5.15,-0.16,0.16,0.06,-0.04,0.04,,,,,,,,,,71.2,,,,,,,,Radial Velocity,,,,,HD 95872,165.86711,-22.093977,9.895,72.37,-0.18,0.18,0.41,,,0.7,-0.25,0.25,0.84,-0.04,0.04,K0 V,,,,5312,-100,100,,,4.43,"HD 95872,",,,,,0.57770865,5.15927,4.841,5.459,5.1523209,0.019012891,0.01689092,0.021478766,94.539507,91.845574,97.532025,Jovian,0.84,K,11.057808,11 03 28.1094,-22 05 38.3172,0.50336091,0.54691962,1.3070444,0.69274985,1.2391963,0.73287527,1.2391963,0.66875683,1.2391963,1.9155942,0.8088947,0.4096225,0,0,Cold,0,0.088604081,Crater,Crt,Cup,12.990362,1188.6767,5.15
HD 96063 b,3,403.64156,-85.813561,85.813561,,,,2011,06-12-2018,362.5,-2.2,2.2,1.11,-0.14,0.14,0.17,-0.11,0.11,,,,271,-51,51,2455165,-43,43,7.89,,,,,,,,Radial Velocity,,,,,HD 96063,166.18523,-2.513218,8.21,140.62,-1.33,1.33,,,,1.37,,,4.75,,,G6 V,,,,5020,,,,,3.33,"HD 96063, HIP 54158",,,,,0.061321304,1.1260395,0.9213,1.2987,1.1140486,10.573355,7.6115491,15.124763,456.89408,423.16835,502.42016,Jovian,4.75,G,11.079016,11 04 44.4563,-02 30 47.5848,12.837804,2.8037407,6.7734049,3.55135,6.4217958,3.7582429,6.4217958,3.4284329,6.4217958,9.6740681,0.61267909,0.51237899,0,0,Hot,0,0.15460061,Leo,Leo,Lion,13.622607,403.64156,1.11
HD 96127 b,3,6661.6749,-4128.5858,4128.5858,,,,2011,06-09-2018,647.29999,-17,17,1.42,-0.13,0.13,0.3,-0.1,0.1,,,,,,,,,,2.38,,,,,,,,Radial Velocity,,,,,HD 96127,166.44145,44.301559,7.43,597.42,-26.09,26.09,-0.24,,,10.94,-10.02,10.02,51.1,-22.81,22.81,K2 III,,,,3943,-23,23,,,2.06,"HD 96127, HIP 54232",,,,,0.084274005,1.4839,0.994,1.846,1.436468,293.99515,165.94882,572.35408,1036.5884,914.4047,1246.1236,Jovian,51.1,K,11.096097,11 05 45.9506,+44 18 05.6124,565.50644,19.311325,49.017544,24.460776,46.472585,25.919331,46.472585,23.613046,46.472585,64.207025,0.1924995,1.0241343,0,0,Hot,0,0.077152609,Ursa Major,UMa,Big Bear,12.04166,6661.6749,1.42
HD 96167 b,3,227.88268,-12.71312,12.71312,,,,2009,06-12-2018,498.04,-0.76,0.76,1.332,-0.098,0.098,0.685,-0.029,0.029,,,,290.1,-6.1,6.1,2453061.1,-4.4,4.4,15.6,,,,,,,,Radial Velocity,,,,,HD 96167,166.31279,-10.291301,8.09,85.51,-0.41,0.41,,,,1.27,,,1.94,,,G5,,,,5733,,,,,3.99,"HD 96167, HIP 54195",,,,,0.023672049,1.6445039,0.41958,2.24442,1.4258354,2.8180987,0.72312206,20.691421,294.75772,234.93505,543.36604,Jovian,1.94,G,11.08752,11 05 15.0717,-10 17 28.6836,3.6426704,1.4361915,3.3877303,1.8191168,3.2118762,1.9236908,3.2118762,1.7560189,3.2118762,5.153161,2.0334939,0.49959609,0,0,Hot,0,0.30093322,Crater,Crt,Cup,13.969625,227.88268,1.332
HD 97658 b,3,9.5348401,0,0,2.3541,-0.1121,0.1121,2010,26-04-2018,9.4909,-0.0016,0.0016,,,,0.06,-0.05,0.05,89.45,-0.4,0.4,,,,,,,,,,,,,,,Radial Velocity,,,,,HD 97658,168.63818,25.710384,7.71,21.58,-0.03,0.03,-0.3,,,0.89,-0.15,0.15,0.74,-0.01,0.01,K1,,,,5175,-25,25,,,4.49,"HD 97658, HIP 54906",2.0125388,4.0503122,1.7205353,0.73086756,0.001748767,0.084519876,0.079305933,0.089430095,0.084406035,49.524602,43.99731,55.947688,675.39298,656.14744,696.77161,Superterran,0.74,K,11.242546,11 14 33.1663,+25 42 37.3824,0.35187912,0.46060514,1.1061808,0.58342234,1.0487591,0.6173053,1.0487591,0.56322305,1.0487591,1.6016238,0.69252877,0.44375963,0,0,Hot,0,0.26332394,Leo,Leo,Lion,2.3541,9.5348401,0.084368014
HD 98219 b,3,624.2142,-31.464972,31.464972,,,,2011,06-12-2018,433.8,-2,2,1.26,-0.12,0.12,0.079,-0.04,0.04,,,,360,-200,200,2454633,-47,47,11.1,,,,,,,,Radial Velocity,,,,,HD 98219,169.44814,-23.975414,8.05,114.07,-0.58,0.58,,,,1.41,,,4.6,,,K0 III/IV,,,,4925,,,,,3.36,"HD 98219, HIP 55174",,,,,0.088468139,1.2639318,1.16046,1.35954,1.2609852,7.0477034,6.0345553,8.2826422,414.61713,399.30636,432.20236,Jovian,4.6,K,11.296543,11 17 47.5545,-23 58 31.4904,11.153964,2.6251271,6.3661493,3.3251153,6.0356787,3.5192086,6.0356787,3.210044,6.0356787,9.017339,0.52543383,0.51731789,0,0,Hot,0,0.19202898,Crater,Crt,Cup,13.363782,624.2142,1.26
HD 98649 b,3,2158.0521,-98.526681,168.44884,,,,2012,11-04-2019,6022.9725,-255.675,412.7325,6.57,-0.23,0.31,0.86,-0.02,0.04,,,,252.61,-7.03,1.97,2455121.7,-28.1,16.8,156,,,,,,,,Radial Velocity,,,,,HD 98649,170.2157,-23.217342,8,42.22,-0.09,0.09,0.05,-0.04,0.04,1.03,-0.06,0.06,1.01,-0.02,0.02,G3/G5 V,2.42,-1.62,1.62,5790,-58,58,,,4.51,"HD 98649, HIP 55409",,,,,0.11772992,8.999586,0.9198,12.2202,7.4197859,0.046633114,0.006878425,1.2141122,94.15874,73.369771,267.42969,Jovian,1.01,G,11.347714,11 20 51.7697,-23 13 02.4312,1.0271779,0.76004626,1.7900768,0.96269248,1.6971555,1.0179815,1.6971555,0.92929271,1.6971555,2.7364442,2.0914594,0.41860699,0,0,Cold,0,0.1173282,Crater,Crt,Cup,12.653927,2158.0521,6.57
HD 98736 b,3,740.53925,-247.90584,247.90584,,,,2018,27-09-2018,968.8,-2.2,2.2,1.864,-0.091,0.091,0.226,-0.064,0.064,,,,162,-22,22,2463541,-67,67,57.4,,,,,,,,Radial Velocity,,,,,HD 98736,170.4556,18.190001,7.93,32.48,-0.06,0.06,0.36,,,0.92,-0.13,0.13,0.93,-0.04,0.04,G5,7.39,-3.05,3.05,5271,,,,,,"HD 98736, HIP 55486 A",,,,,0.13424316,1.9116028,1.442736,2.285264,1.8761053,0.17673358,0.11453912,0.28737757,163.57727,148.212,186.53405,Jovian,0.93,G,11.363707,11 21 49.3454,+18 11 24.0036,0.59817273,0.5975242,1.4300313,0.75684831,1.355799,0.80072092,1.355799,0.73063829,1.355799,2.088224,0.82578011,0.48558082,0,0,Cold,0,0.21619639,Leo,Leo,Lion,13.263677,740.53925,1.864
HD 99109 b,3,139.84432,-25.42624,25.42624,,,,2005,06-09-2018,439.29999,-5.6,5.6,1.11,-0.02,0.02,0.09,-0.12,0.12,,,,,,,,,,20.2,,,,,,,,Radial Velocity,,,,,HD 99109,171.07233,-1.529076,9.1,54.88,-0.17,0.17,0.35,,,0.76,-0.1,0.1,0.98,-0.02,0.02,G8/K0 IV,,,,5282,-32,32,,,4.34,"HD 99109, HIP 55664",,,,,0.057468076,1.1144955,1.0101,1.2099,1.1111269,0.54582633,0.4575467,0.65645603,218.64859,209.53364,229.32232,Jovian,0.98,G,11.404822,11 24 17.3606,-01 31 44.6736,0.66978341,0.63190758,1.5117334,0.80039948,1.4332599,0.84678682,1.4332599,0.77268042,1.4332599,2.209688,0.78961181,0.42100668,1,1,Warm,0,0.3513205,Leo,Leo,Lion,14.273013,139.84432,1.11
HD 99492 b,3,22.24796,-15.8914,15.8914,,,,2004,06-09-2018,17.0431,-0.0047,0.0047,0.12,0,0,0.25,-0.09,0.09,,,,,,,,,,6.59,,,,,,,,Radial Velocity,,,,,HD 99492,171.69282,3.006328,7.58,18.21,-0.06,0.06,0.24,,,0.48,-0.51,0.51,0.83,-0.07,0.07,K2/4,,,,4815,-185,185,,,4.28,"HD 99492, HIP 55848",,,,,0.003233782,0.12375,0.09,0.15,0.12095732,23.794789,14.745092,40.958588,555.95076,499.23702,644.51222,Neptunian,0.83,K,11.446189,11 26 46.2801,+03 00 22.7808,0.33176456,0.45496959,1.10841,0.5762879,1.0508713,0.61000481,1.0508713,0.55634644,1.0508713,1.5551732,0.30370534,0.36121425,0,0,Hot,0,0.19645114,Leo,Leo,Lion,5.0237627,22.24796,0.12
HD 99706 b,3,390.92844,-60.387321,60.387321,,,,2011,06-12-2018,841,-32,32,1.98,-0.14,0.14,0.25,-0.16,0.16,,,,50,-44,44,2455310,-89,89,13.4,,,,,,,,Radial Velocity,,,,,HD 99706,172.12589,43.966579,7.65,147.21,-1.12,1.12,,,,1.46,,,5.52,,,K0,,,,4862,,,,,3.09,"HD 99706, HIP 55994",,,,,0.095739936,2.041875,1.485,2.475,1.9957958,4.0189315,2.4904407,6.917891,356.40477,320.04715,413.17909,Jovian,5.52,K,11.47506,11 28 30.2146,+43 57 59.6844,15.255506,3.0788308,7.4858943,3.8998028,7.0972951,4.1277422,7.0972951,3.7648521,7.0972951,10.545741,0.47704262,0.52336187,0,0,Hot,0,0.25592989,Ursa Major,UMa,Big Bear,13.641803,390.92844,1.98
HD 99706 c,3,1808.4413,-305.11488,454.49404,,,,2018,29-11-2018,1278,-198,151,,,,0.411,-0.178,0.231,,,,136,-64,64,2455383,-140,249,,,,,,,,,Radial Velocity,,,,,HD 99706,172.12589,43.966579,7.65,147.21,-1.12,1.12,,,,1.46,,,5.52,,,K0,,,,4862,,,,,3.09,"HD 99706, HIP 55994",,,,,0.16539872,2.8348377,1.5396775,3.6884294,2.6725783,2.448931,1.1213564,6.4352751,307.98981,262.16869,405.77631,Jovian,5.52,K,11.47506,11 28 30.2146,+43 57 59.6844,15.255506,3.0788308,7.4858943,3.8998028,7.0972951,4.1277422,7.0972951,3.7648521,7.0972951,10.545741,0.47704262,0.52336187,0,0,Hot,0,0.32665405,Ursa Major,UMa,Big Bear,12.752715,1808.4413,2.6140534
